InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,Region,SpotPrice,Price,AvailabilityZone,GpuInfo
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-CA-1,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-CA-2,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-DE-1,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-GA-1,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-GA-2,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-IL-1,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-KS-1,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-KS-2,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-NC-1,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-TX-1,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-TX-2,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-TX-3,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-TX-4,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
1x_RTXPRO6000_SECURE,RTXPRO6000,1.0,14.0,125.0,US,1.89,2.09,US-WA-1,"{'Gpus': [{'Name': 'RTX PRO 6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 96}}], 'TotalGpuMemoryInMiB': 96}"
cpu3c-16-32,,,16.0,32.0,CA,,0.48,CA-MTL-1,
cpu3c-16-32,,,16.0,32.0,CA,,0.48,CA-MTL-2,
cpu3c-16-32,,,16.0,32.0,CA,,0.48,CA-MTL-3,
cpu3c-16-32,,,16.0,32.0,CZ,,0.48,EU-CZ-1,
cpu3c-16-32,,,16.0,32.0,NL,,0.48,EU-NL-1,
cpu3c-16-32,,,16.0,32.0,RO,,0.48,EU-RO-1,
cpu3c-16-32,,,16.0,32.0,NO,,0.48,EU-SE-1,
cpu3c-16-32,,,16.0,32.0,SE,,0.48,EU-SE-1,
cpu3c-16-32,,,16.0,32.0,IS,,0.48,EUR-IS-1,
cpu3c-16-32,,,16.0,32.0,IS,,0.48,EUR-IS-2,
cpu3c-16-32,,,16.0,32.0,IS,,0.48,EUR-IS-3,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-CA-1,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-CA-2,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-DE-1,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-GA-1,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-GA-2,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-IL-1,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-KS-1,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-KS-2,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-NC-1,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-TX-1,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-TX-2,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-TX-3,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-TX-4,
cpu3c-16-32,,,16.0,32.0,US,,0.48,US-WA-1,
cpu3c-2-4,,,2.0,4.0,CA,,0.06,CA-MTL-1,
cpu3c-2-4,,,2.0,4.0,CA,,0.06,CA-MTL-2,
cpu3c-2-4,,,2.0,4.0,CA,,0.06,CA-MTL-3,
cpu3c-2-4,,,2.0,4.0,CZ,,0.06,EU-CZ-1,
cpu3c-2-4,,,2.0,4.0,NL,,0.06,EU-NL-1,
cpu3c-2-4,,,2.0,4.0,RO,,0.06,EU-RO-1,
cpu3c-2-4,,,2.0,4.0,NO,,0.06,EU-SE-1,
cpu3c-2-4,,,2.0,4.0,SE,,0.06,EU-SE-1,
cpu3c-2-4,,,2.0,4.0,IS,,0.06,EUR-IS-1,
cpu3c-2-4,,,2.0,4.0,IS,,0.06,EUR-IS-2,
cpu3c-2-4,,,2.0,4.0,IS,,0.06,EUR-IS-3,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-CA-1,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-CA-2,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-DE-1,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-GA-1,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-GA-2,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-IL-1,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-KS-1,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-KS-2,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-NC-1,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-TX-1,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-TX-2,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-TX-3,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-TX-4,
cpu3c-2-4,,,2.0,4.0,US,,0.06,US-WA-1,
cpu3c-32-64,,,32.0,64.0,CA,,0.96,CA-MTL-1,
cpu3c-32-64,,,32.0,64.0,CA,,0.96,CA-MTL-2,
cpu3c-32-64,,,32.0,64.0,CA,,0.96,CA-MTL-3,
cpu3c-32-64,,,32.0,64.0,CZ,,0.96,EU-CZ-1,
cpu3c-32-64,,,32.0,64.0,NL,,0.96,EU-NL-1,
cpu3c-32-64,,,32.0,64.0,RO,,0.96,EU-RO-1,
cpu3c-32-64,,,32.0,64.0,NO,,0.96,EU-SE-1,
cpu3c-32-64,,,32.0,64.0,SE,,0.96,EU-SE-1,
cpu3c-32-64,,,32.0,64.0,IS,,0.96,EUR-IS-1,
cpu3c-32-64,,,32.0,64.0,IS,,0.96,EUR-IS-2,
cpu3c-32-64,,,32.0,64.0,IS,,0.96,EUR-IS-3,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-CA-1,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-CA-2,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-DE-1,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-GA-1,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-GA-2,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-IL-1,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-KS-1,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-KS-2,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-NC-1,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-TX-1,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-TX-2,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-TX-3,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-TX-4,
cpu3c-32-64,,,32.0,64.0,US,,0.96,US-WA-1,
cpu3c-4-8,,,4.0,8.0,CA,,0.12,CA-MTL-1,
cpu3c-4-8,,,4.0,8.0,CA,,0.12,CA-MTL-2,
cpu3c-4-8,,,4.0,8.0,CA,,0.12,CA-MTL-3,
cpu3c-4-8,,,4.0,8.0,CZ,,0.12,EU-CZ-1,
cpu3c-4-8,,,4.0,8.0,NL,,0.12,EU-NL-1,
cpu3c-4-8,,,4.0,8.0,RO,,0.12,EU-RO-1,
cpu3c-4-8,,,4.0,8.0,NO,,0.12,EU-SE-1,
cpu3c-4-8,,,4.0,8.0,SE,,0.12,EU-SE-1,
cpu3c-4-8,,,4.0,8.0,IS,,0.12,EUR-IS-1,
cpu3c-4-8,,,4.0,8.0,IS,,0.12,EUR-IS-2,
cpu3c-4-8,,,4.0,8.0,IS,,0.12,EUR-IS-3,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-CA-1,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-CA-2,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-DE-1,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-GA-1,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-GA-2,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-IL-1,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-KS-1,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-KS-2,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-NC-1,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-TX-1,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-TX-2,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-TX-3,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-TX-4,
cpu3c-4-8,,,4.0,8.0,US,,0.12,US-WA-1,
cpu3c-8-16,,,8.0,16.0,CA,,0.24,CA-MTL-1,
cpu3c-8-16,,,8.0,16.0,CA,,0.24,CA-MTL-2,
cpu3c-8-16,,,8.0,16.0,CA,,0.24,CA-MTL-3,
cpu3c-8-16,,,8.0,16.0,CZ,,0.24,EU-CZ-1,
cpu3c-8-16,,,8.0,16.0,NL,,0.24,EU-NL-1,
cpu3c-8-16,,,8.0,16.0,RO,,0.24,EU-RO-1,
cpu3c-8-16,,,8.0,16.0,NO,,0.24,EU-SE-1,
cpu3c-8-16,,,8.0,16.0,SE,,0.24,EU-SE-1,
cpu3c-8-16,,,8.0,16.0,IS,,0.24,EUR-IS-1,
cpu3c-8-16,,,8.0,16.0,IS,,0.24,EUR-IS-2,
cpu3c-8-16,,,8.0,16.0,IS,,0.24,EUR-IS-3,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-CA-1,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-CA-2,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-DE-1,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-GA-1,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-GA-2,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-IL-1,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-KS-1,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-KS-2,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-NC-1,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-TX-1,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-TX-2,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-TX-3,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-TX-4,
cpu3c-8-16,,,8.0,16.0,US,,0.24,US-WA-1,
cpu3g-16-64,,,16.0,64.0,CA,,0.64,CA-MTL-1,
cpu3g-16-64,,,16.0,64.0,CA,,0.64,CA-MTL-2,
cpu3g-16-64,,,16.0,64.0,CA,,0.64,CA-MTL-3,
cpu3g-16-64,,,16.0,64.0,CZ,,0.64,EU-CZ-1,
cpu3g-16-64,,,16.0,64.0,NL,,0.64,EU-NL-1,
cpu3g-16-64,,,16.0,64.0,RO,,0.64,EU-RO-1,
cpu3g-16-64,,,16.0,64.0,NO,,0.64,EU-SE-1,
cpu3g-16-64,,,16.0,64.0,SE,,0.64,EU-SE-1,
cpu3g-16-64,,,16.0,64.0,IS,,0.64,EUR-IS-1,
cpu3g-16-64,,,16.0,64.0,IS,,0.64,EUR-IS-2,
cpu3g-16-64,,,16.0,64.0,IS,,0.64,EUR-IS-3,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-CA-1,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-CA-2,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-DE-1,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-GA-1,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-GA-2,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-IL-1,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-KS-1,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-KS-2,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-NC-1,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-TX-1,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-TX-2,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-TX-3,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-TX-4,
cpu3g-16-64,,,16.0,64.0,US,,0.64,US-WA-1,
cpu3g-2-8,,,2.0,8.0,CA,,0.08,CA-MTL-1,
cpu3g-2-8,,,2.0,8.0,CA,,0.08,CA-MTL-2,
cpu3g-2-8,,,2.0,8.0,CA,,0.08,CA-MTL-3,
cpu3g-2-8,,,2.0,8.0,CZ,,0.08,EU-CZ-1,
cpu3g-2-8,,,2.0,8.0,NL,,0.08,EU-NL-1,
cpu3g-2-8,,,2.0,8.0,RO,,0.08,EU-RO-1,
cpu3g-2-8,,,2.0,8.0,NO,,0.08,EU-SE-1,
cpu3g-2-8,,,2.0,8.0,SE,,0.08,EU-SE-1,
cpu3g-2-8,,,2.0,8.0,IS,,0.08,EUR-IS-1,
cpu3g-2-8,,,2.0,8.0,IS,,0.08,EUR-IS-2,
cpu3g-2-8,,,2.0,8.0,IS,,0.08,EUR-IS-3,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-CA-1,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-CA-2,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-DE-1,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-GA-1,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-GA-2,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-IL-1,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-KS-1,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-KS-2,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-NC-1,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-TX-1,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-TX-2,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-TX-3,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-TX-4,
cpu3g-2-8,,,2.0,8.0,US,,0.08,US-WA-1,
cpu3g-32-128,,,32.0,128.0,CA,,1.28,CA-MTL-1,
cpu3g-32-128,,,32.0,128.0,CA,,1.28,CA-MTL-2,
cpu3g-32-128,,,32.0,128.0,CA,,1.28,CA-MTL-3,
cpu3g-32-128,,,32.0,128.0,CZ,,1.28,EU-CZ-1,
cpu3g-32-128,,,32.0,128.0,NL,,1.28,EU-NL-1,
cpu3g-32-128,,,32.0,128.0,RO,,1.28,EU-RO-1,
cpu3g-32-128,,,32.0,128.0,NO,,1.28,EU-SE-1,
cpu3g-32-128,,,32.0,128.0,SE,,1.28,EU-SE-1,
cpu3g-32-128,,,32.0,128.0,IS,,1.28,EUR-IS-1,
cpu3g-32-128,,,32.0,128.0,IS,,1.28,EUR-IS-2,
cpu3g-32-128,,,32.0,128.0,IS,,1.28,EUR-IS-3,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-CA-1,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-CA-2,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-DE-1,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-GA-1,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-GA-2,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-IL-1,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-KS-1,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-KS-2,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-NC-1,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-TX-1,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-TX-2,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-TX-3,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-TX-4,
cpu3g-32-128,,,32.0,128.0,US,,1.28,US-WA-1,
cpu3g-4-16,,,4.0,16.0,CA,,0.16,CA-MTL-1,
cpu3g-4-16,,,4.0,16.0,CA,,0.16,CA-MTL-2,
cpu3g-4-16,,,4.0,16.0,CA,,0.16,CA-MTL-3,
cpu3g-4-16,,,4.0,16.0,CZ,,0.16,EU-CZ-1,
cpu3g-4-16,,,4.0,16.0,NL,,0.16,EU-NL-1,
cpu3g-4-16,,,4.0,16.0,RO,,0.16,EU-RO-1,
cpu3g-4-16,,,4.0,16.0,NO,,0.16,EU-SE-1,
cpu3g-4-16,,,4.0,16.0,SE,,0.16,EU-SE-1,
cpu3g-4-16,,,4.0,16.0,IS,,0.16,EUR-IS-1,
cpu3g-4-16,,,4.0,16.0,IS,,0.16,EUR-IS-2,
cpu3g-4-16,,,4.0,16.0,IS,,0.16,EUR-IS-3,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-CA-1,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-CA-2,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-DE-1,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-GA-1,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-GA-2,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-IL-1,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-KS-1,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-KS-2,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-NC-1,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-TX-1,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-TX-2,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-TX-3,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-TX-4,
cpu3g-4-16,,,4.0,16.0,US,,0.16,US-WA-1,
cpu3g-8-32,,,8.0,32.0,CA,,0.32,CA-MTL-1,
cpu3g-8-32,,,8.0,32.0,CA,,0.32,CA-MTL-2,
cpu3g-8-32,,,8.0,32.0,CA,,0.32,CA-MTL-3,
cpu3g-8-32,,,8.0,32.0,CZ,,0.32,EU-CZ-1,
cpu3g-8-32,,,8.0,32.0,NL,,0.32,EU-NL-1,
cpu3g-8-32,,,8.0,32.0,RO,,0.32,EU-RO-1,
cpu3g-8-32,,,8.0,32.0,NO,,0.32,EU-SE-1,
cpu3g-8-32,,,8.0,32.0,SE,,0.32,EU-SE-1,
cpu3g-8-32,,,8.0,32.0,IS,,0.32,EUR-IS-1,
cpu3g-8-32,,,8.0,32.0,IS,,0.32,EUR-IS-2,
cpu3g-8-32,,,8.0,32.0,IS,,0.32,EUR-IS-3,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-CA-1,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-CA-2,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-DE-1,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-GA-1,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-GA-2,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-IL-1,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-KS-1,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-KS-2,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-NC-1,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-TX-1,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-TX-2,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-TX-3,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-TX-4,
cpu3g-8-32,,,8.0,32.0,US,,0.32,US-WA-1,
cpu3m-16-128,,,16.0,128.0,CA,,0.88,CA-MTL-1,
cpu3m-16-128,,,16.0,128.0,CA,,0.88,CA-MTL-2,
cpu3m-16-128,,,16.0,128.0,CA,,0.88,CA-MTL-3,
cpu3m-16-128,,,16.0,128.0,CZ,,0.88,EU-CZ-1,
cpu3m-16-128,,,16.0,128.0,NL,,0.88,EU-NL-1,
cpu3m-16-128,,,16.0,128.0,RO,,0.88,EU-RO-1,
cpu3m-16-128,,,16.0,128.0,NO,,0.88,EU-SE-1,
cpu3m-16-128,,,16.0,128.0,SE,,0.88,EU-SE-1,
cpu3m-16-128,,,16.0,128.0,IS,,0.88,EUR-IS-1,
cpu3m-16-128,,,16.0,128.0,IS,,0.88,EUR-IS-2,
cpu3m-16-128,,,16.0,128.0,IS,,0.88,EUR-IS-3,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-CA-1,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-CA-2,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-DE-1,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-GA-1,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-GA-2,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-IL-1,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-KS-1,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-KS-2,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-NC-1,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-TX-1,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-TX-2,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-TX-3,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-TX-4,
cpu3m-16-128,,,16.0,128.0,US,,0.88,US-WA-1,
cpu3m-2-16,,,2.0,16.0,CA,,0.11,CA-MTL-1,
cpu3m-2-16,,,2.0,16.0,CA,,0.11,CA-MTL-2,
cpu3m-2-16,,,2.0,16.0,CA,,0.11,CA-MTL-3,
cpu3m-2-16,,,2.0,16.0,CZ,,0.11,EU-CZ-1,
cpu3m-2-16,,,2.0,16.0,NL,,0.11,EU-NL-1,
cpu3m-2-16,,,2.0,16.0,RO,,0.11,EU-RO-1,
cpu3m-2-16,,,2.0,16.0,NO,,0.11,EU-SE-1,
cpu3m-2-16,,,2.0,16.0,SE,,0.11,EU-SE-1,
cpu3m-2-16,,,2.0,16.0,IS,,0.11,EUR-IS-1,
cpu3m-2-16,,,2.0,16.0,IS,,0.11,EUR-IS-2,
cpu3m-2-16,,,2.0,16.0,IS,,0.11,EUR-IS-3,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-CA-1,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-CA-2,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-DE-1,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-GA-1,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-GA-2,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-IL-1,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-KS-1,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-KS-2,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-NC-1,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-TX-1,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-TX-2,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-TX-3,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-TX-4,
cpu3m-2-16,,,2.0,16.0,US,,0.11,US-WA-1,
cpu3m-32-256,,,32.0,256.0,CA,,1.76,CA-MTL-1,
cpu3m-32-256,,,32.0,256.0,CA,,1.76,CA-MTL-2,
cpu3m-32-256,,,32.0,256.0,CA,,1.76,CA-MTL-3,
cpu3m-32-256,,,32.0,256.0,CZ,,1.76,EU-CZ-1,
cpu3m-32-256,,,32.0,256.0,NL,,1.76,EU-NL-1,
cpu3m-32-256,,,32.0,256.0,RO,,1.76,EU-RO-1,
cpu3m-32-256,,,32.0,256.0,NO,,1.76,EU-SE-1,
cpu3m-32-256,,,32.0,256.0,SE,,1.76,EU-SE-1,
cpu3m-32-256,,,32.0,256.0,IS,,1.76,EUR-IS-1,
cpu3m-32-256,,,32.0,256.0,IS,,1.76,EUR-IS-2,
cpu3m-32-256,,,32.0,256.0,IS,,1.76,EUR-IS-3,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-CA-1,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-CA-2,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-DE-1,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-GA-1,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-GA-2,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-IL-1,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-KS-1,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-KS-2,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-NC-1,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-TX-1,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-TX-2,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-TX-3,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-TX-4,
cpu3m-32-256,,,32.0,256.0,US,,1.76,US-WA-1,
